School_No,School_Name,Education_Sector,School_Type,Address_Line_1,Address_Town,Address_Postcode,Region,Area,LGA_Name,X,Y,Distance_km_from_Melbourne_Connect,Map_Category_Sector,Map_Category_Type,Map_Category_Area,Map_Category_Suburb,Website_For_Popup,Logo_Image_URL,Logo_Status_For_Popup
5596,Karwan Primary School,Government,Primary,455 Bethany Road,Tarneit,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.645769,-37.852612,28.58,Government,Primary,Western Melbourne,Tarneit,,,
4877,Keilor Heights Primary School,Government,Primary,Ronald Grove,Keilor East,3033,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.866495,-37.737516,11.06,Government,Primary,Western Melbourne,Keilor East,,,
7947,Kensington Community High School,Government,Secondary,405 Racecourse Rd,Kensington,3031,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.925577,-37.787909,3.66,Government,Secondary,Western Melbourne,Kensington,,,
2374,Kensington Primary School,Government,Primary,62-74 McCracken Street,Kensington,3031,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.927615,-37.79267,3.33,Government,Primary,Western Melbourne,Kensington,,,
3988,Kingsville Primary School,Government,Primary,58 Bishop Street,Yarraville,3013,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.874657,-37.812595,8.00,Government,Primary,Western Melbourne,Yarraville,,,
5599,Laa Yulta Primary School,Government,Primary,10 Elementary Road,Mambourin,3024,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.59592,-37.885494,33.71,Government,Primary,Western Melbourne,Mambourin,,,
8861,Laverton P-12 College,Government,Pri/Sec,91 Bladin Street,Laverton,3028,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.7726329,-37.85617409,17.95,Government,Pri/Sec,Western Melbourne,Laverton,,,
1961,Little River Primary School,Government,Primary,21 Flinders Street,Little River,3211,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.50037,-37.965013,44.65,Government,Primary,Western Melbourne,Little River,,,
5593,Lollypop Creek Primary School,Government,Primary,114 Shipwright Parade,Werribee,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.613418,-37.910972,33.18,Government,Primary,Western Melbourne,Werribee,,,
1117,Lowther Hall Anglican Grammar School,Independent,Pri/Sec,17 Leslie Road,Essendon,3040,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.914974,-37.759908,6.23,Independent,Pri/Sec,Western Melbourne,Essendon,,,
1991,Lumen Christi School,Catholic,Primary,260 - 278 Point Cook Road,Point Cook,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.753344,-37.892603,21.19,Catholic,Primary,Western Melbourne,Point Cook,,,
1684,MacKillop Catholic Regional College,Catholic,Secondary,1 Russell Street,Werribee,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.6651016,-37.90950211,28.95,Catholic,Secondary,Western Melbourne,Werribee,,,
8848,Manor Lakes P-12 College,Government,Pri/Sec,2-50 Minindee Road,Wyndham Vale,3024,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.601853,-37.873507,32.86,Government,Pri/Sec,Western Melbourne,Wyndham Vale,,,
5091,Manorvale Primary School,Government,Primary,232-246 Greaves St North,Werribee,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.643892,-37.89406,30.01,Government,Primary,Western Melbourne,Werribee,,,
8015,Maribyrnong College,Government,Secondary,Gordon Street,Maribyrnong,3032,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.888234,-37.779315,7.07,Government,Secondary,Western Melbourne,Maribyrnong,,,
509,Melbourne Girls Grammar,Independent,Pri/Sec,86 Anderson Street,South Yarra,3141,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.984803,-37.831692,3.95,Independent,Pri/Sec,Western Melbourne,South Yarra,,,
2072,Melbourne Grammar School,Independent,Pri/Sec,355 St Kilda Road,Melbourne,3004,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.9770931,-37.83359283,3.89,Independent,Pri/Sec,Western Melbourne,Melbourne,,,
2100,Melbourne Indigenous Transition School,Independent,Special,16 The Vaucluse,Richmond,3121,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.9892635,-37.81954365,3.08,Independent,Special,Western Melbourne,Richmond,,,
3987,Moonee Ponds Primary School,Government,Primary,87 Wilson Street,Moonee Ponds,3039,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.932986,-37.763341,4.93,Government,Primary,Western Melbourne,Moonee Ponds,,,
2901,Moonee Ponds West Primary School,Government,Primary,150 Athol Street,Moonee Ponds,3039,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.909334,-37.768947,5.94,Government,Primary,Western Melbourne,Moonee Ponds,,,
5002,Mossfiel Primary School,Government,Primary,15a Langridge Street,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.696117,-37.872881,24.90,Government,Primary,Western Melbourne,Hoppers Crossing,,,
7763,Mount Alexander 7-12 College,Government,Secondary,78 Wellington Street,Flemington,3031,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.933235,-37.782154,3.38,Government,Secondary,Western Melbourne,Flemington,,,
1635,Mount St Joseph Girls' College,Catholic,Secondary,133 Maidstone Street,Altona,3018,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.811674,-37.863902,15.17,Catholic,Secondary,Western Melbourne,Altona,,,
5597,Nearnung Primary School,Government,Primary,85 Polly Parade,Tarneit,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.684961,-37.82571,24.70,Government,Primary,Western Melbourne,Tarneit,,,
2107,Newmark Primary,Independent,Primary,126-128 Nelson Place,Williamstown,3016,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.905196,-37.863109,8.72,Independent,Primary,Western Melbourne,Williamstown,,,
4665,Newport Gardens Primary School,Government,Primary,Cnr Woods St & Maddox Rd,Newport,3015,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.868832,-37.845209,9.77,Government,Primary,Western Melbourne,Newport,,,
113,Newport Lakes Primary School,Government,Primary,40 Elizabeth street,Newport,3015,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.878345,-37.838424,8.67,Government,Primary,Western Melbourne,Newport,,,
6366,Nganboo Borron School,Government,Special,2 Frome Crescent,Werribee,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.603338,-37.907931,33.88,Government,Special,Western Melbourne,Werribee,,,
5592,Ngarri Primary School,Government,Primary,70 Holyoake Parade,Manor Lakes,3024,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.584029,-37.866791,34.21,Government,Primary,Western Melbourne,Manor Lakes,,,
5362,Niddrie Autistic School,Government,Special,Cnr Garnet And Teague Street,Niddrie,3042,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.887062,-37.743926,9.23,Government,Special,Western Melbourne,Niddrie,,,
5410,Niddrie Primary School,Government,Primary,25 Watt Street,Niddrie,3042,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.878433,-37.7308455,10.78,Government,Primary,Western Melbourne,Niddrie,,,
1402,North Melbourne Primary School,Government,Primary,210 Errol Street,North Melbourne,3051,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.950637,-37.798733,1.21,Government,Primary,Western Melbourne,North Melbourne,,,
2257,OakTree College,Independent,Secondary,2/371 Somerville Road,West Footscray,3012,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.86536,-37.81121,8.78,Independent,Secondary,Western Melbourne,West Footscray,,,
1585,Our Lady of the Nativity School,Catholic,Primary,29 Fawkner Street,Aberfeldie,3040,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.896581,-37.756347,7.69,Catholic,Primary,Western Melbourne,Aberfeldie,,,
2057,Our Lady of the Southern Cross,Catholic,Primary,2-20 Howqua Way,Manor Lakes,3024,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.606223,-37.875846,32.55,Catholic,Primary,Western Melbourne,Manor Lakes,,,
2016,Ozford College,Independent,Secondary,123-129 Lonsdale Street,Melbourne,3000,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.954425,-37.812887,1.67,Independent,Secondary,Western Melbourne,Melbourne,https://ozford.edu.au/,https://ozford.edu.au/media/images/OIHE_new_logo_260505_002847_page-0001.original.jpg,Required for nearest-six secondary school
8916,Parkville College,Government,Special,900-930 Park Street,Parkville,3052,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.94736,-37.776815,2.99,Government,Special,Western Melbourne,Parkville,,,
1144,Penleigh & Essendon Grammar School,Independent,Pri/Sec,163 Rachelle Road,Keilor East,3033,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.870337,-37.732154,11.19,Independent,Pri/Sec,Western Melbourne,Keilor East,,,
4159,Point Cook Prep - Year 9 College,Government,Pri/Sec,18 - 50 Ponsford Drive,Point Cook,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.7244931,-37.89380261,23.49,Government,Pri/Sec,Western Melbourne,Point Cook,,,
8847,Point Cook Senior Secondary College,Government,Secondary,Cnr Boardwalk Blvd & Bergamot,Point Cook,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.73282,-37.886718,22.49,Government,Secondary,Western Melbourne,Point Cook,,,
1831,Queen of Peace Primary School,Catholic,Primary,62 Everingham Road,Altona Meadows,3028,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.791697,-37.875148,17.30,Catholic,Primary,Western Melbourne,Altona Meadows,,,
2111,River Nile School,Independent,Special,Level 1,North Melbourne,3051,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.955088,-37.805194,0.99,Independent,Special,Western Melbourne,North Melbourne,,,
5580,Riverbend Primary School,Government,Primary,1 Communal Road,Wyndham Vale,3024,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.626509,-37.876273,30.85,Government,Primary,Western Melbourne,Wyndham Vale,,,
5361,Riverwalk Primary School,Government,Primary,56 Timbarra Avenue,Werribee,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.639329,-37.921032,31.54,Government,Primary,Western Melbourne,Werribee,,,
4792,Rosamond Special School,Government,Special,276 Ballarat Road,Braybrook,3019,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.8554086,-37.77963666,9.84,Government,Special,Western Melbourne,Braybrook,,,
7275,Rosehill Secondary College,Government,Secondary,33 Sapphire Street,Niddrie,3042,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.886183,-37.746679,9.08,Government,Secondary,Western Melbourne,Niddrie,,,
77,Sacred Heart School,Catholic,Primary,20 Newcastle St,Newport,3015,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.881396,-37.840028,8.53,Catholic,Primary,Western Melbourne,Newport,,,
2079,Saints College,Catholic,Special,385 Queensberry Street,North Melbourne,3051,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.9549374,-37.80384382,0.92,Catholic,Special,Western Melbourne,North Melbourne,,,
8303,Saltwater P-9 College,Government,Pri/Sec,15 Kirra Place,Point Cook,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.770051,-37.910536,21.02,Government,Pri/Sec,Western Melbourne,Point Cook,,,
5337,Seabrook Primary School,Government,Primary,83-105 Point Cook Road,Seabrook,3028,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.757899,-37.878842,20.13,Government,Primary,Western Melbourne,Seabrook,,,
4440,Seaholme Primary School,Government,Primary,33 Civic Parade,Seaholme,3018,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.839906,-37.864212,13.04,Government,Primary,Western Melbourne,Seaholme,,,
25,Simonds Catholic College,Catholic,Secondary,273 Victoria Street,West Melbourne,3003,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.952883,-37.805971,1.20,Catholic,Secondary,Western Melbourne,West Melbourne,https://www.sccmelb.catholic.edu.au/,https://sccmelb.s3.ap-southeast-2.amazonaws.com/uploads/Logos/Simonds-Crest-Blue-words-UPDATED.png?v=1619158555,Required for nearest-six secondary school
3659,Spotswood Primary School,Government,Primary,Melbourne Road,Spotswood,3015,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.881736,-37.830451,8.00,Government,Primary,Western Melbourne,Spotswood,,,
605,St Aloysius College,Catholic,Secondary,31 Curran Street,North Melbourne,3051,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.942875,-37.792892,2.05,Catholic,Secondary,Western Melbourne,North Melbourne,,,
338,St Andrew's School,Catholic,Primary,110 Greaves Street North,Werribee,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.650573,-37.901272,29.75,Catholic,Primary,Western Melbourne,Werribee,,,
478,St Augustine's School,Catholic,Primary,65 Somerville Road,Yarraville,3013,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.8898972,-37.81370425,6.71,Catholic,Primary,Western Melbourne,Yarraville,,,
1471,St Bernard's College,Catholic,Secondary,41 Rosehill Road,Essendon,3040,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.8832,-37.749392,9.09,Catholic,Secondary,Western Melbourne,Essendon,,,
113,St Brendan's School,Catholic,Primary,103 Wellington Street,Flemington,3031,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.931728,-37.784696,3.34,Catholic,Primary,Western Melbourne,Flemington,,,
1620,St Christopher's School,Catholic,Primary,34 Roberts Road,Airport West,3042,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.880249,-37.72501,11.15,Catholic,Primary,Western Melbourne,Airport West,,,
2094,St Clare's Catholic Primary School,Catholic,Primary,130 Marquands Road,Truganina South,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.7282144,-37.84381088,21.30,Catholic,Primary,Western Melbourne,Truganina South,,,
707,St Columba's College,Catholic,Secondary,2 Leslie Road,Essendon,3040,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.91429,-37.757202,6.49,Catholic,Secondary,Western Melbourne,Essendon,,,
2078,St Francis of Assisi Catholic Primary School,Catholic,Primary,45 Fairview Parade,Tarneit,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.6982297,-37.84829179,23.98,Catholic,Primary,Western Melbourne,Tarneit,,,
1829,St James the Apostle School,Catholic,Primary,330 Derrimut Road,Hoppers Crossing North,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.687493,-37.857286,25.13,Catholic,Primary,Western Melbourne,Hoppers Crossing North,,,
1534,St John Bosco's School,Catholic,Primary,6 Teague Street,Niddrie,3042,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.889028,-37.743657,9.12,Catholic,Primary,Western Melbourne,Niddrie,,,
2093,St John the Apostle Catholic Primary School,Catholic,Primary,54 - 76 Kingbird Avenue,Tarneit,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.6657075,-37.8334172,26.49,Catholic,Primary,Western Melbourne,Tarneit,,,
1146,St John's School,Catholic,Primary,34 Essex Street,Footscray,3011,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.885221,-37.795825,6.96,Catholic,Primary,Western Melbourne,Footscray,,,
2235,St Joseph’s Catholic Primary School,Catholic,Primary,50 Treeve Parkway,Werribee,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.610275,-37.903296,33.13,Catholic,Primary,Western Melbourne,Werribee,,,
1690,St Leo the Great Primary School,Catholic,Primary,389 Mason Street,Altona North,3025,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.851693,-37.839216,10.81,Catholic,Primary,Western Melbourne,Altona North,,,
1527,St Margaret Mary's School,Catholic,Primary,181 Hudsons Road,Spotswood,3015,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.877732,-37.829084,8.26,Catholic,Primary,Western Melbourne,Spotswood,,,
1563,St Margaret's Primary School,Catholic,Primary,67 The Esplanade,Maribyrnong,3032,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.891039,-37.766895,7.42,Catholic,Primary,Western Melbourne,Maribyrnong,,,
1674,St Martin de Porres School,Catholic,Primary,158 Military Road,Avondale Heights,3034,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.861624,-37.758468,10.14,Catholic,Primary,Western Melbourne,Avondale Heights,,,
1696,St Martin de Porres School,Catholic,Primary,13-25 Bellin Street,Laverton,3028,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.77698,-37.853783,17.50,Catholic,Primary,Western Melbourne,Laverton,,,
2089,St Mary of the Cross Catholic Primary School,Catholic,Primary,70 Carrick Street,Point Cook,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.7659456,-37.90879787,21.20,Catholic,Primary,Western Melbourne,Point Cook,,,
78,St Mary's School,Catholic,Primary,118 Cecil Street,Williamstown,3016,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.900894,-37.863498,8.98,Catholic,Primary,Western Melbourne,Williamstown,,,
954,St Mary's School,Catholic,Primary,74 Roseberry Street,Ascot Vale,3032,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.911269,-37.773836,5.50,Catholic,Primary,Western Melbourne,Ascot Vale,,,
1273,St Mary's School,Catholic,Primary,95A Railway Street,Altona,3018,SOUTH-WESTERN VICTORIA,Western Melbourne,Hobsons Bay (C),144.828375,-37.866658,14.05,Catholic,Primary,Western Melbourne,Altona,,,
98,St Michael’s Primary School,Catholic,Primary,8-14 Brougham Street,North Melbourne,3051,SOUTH-WESTERN VICTORIA,Western Melbourne,Melbourne (C),144.946246,-37.793305,1.76,Catholic,Primary,Western Melbourne,North Melbourne,,,
566,St Monica's Primary School,Catholic,Primary,20 Robinson Street,Moonee Ponds,3039,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.923184,-37.759665,5.77,Catholic,Primary,Western Melbourne,Moonee Ponds,,,
477,St Monica's School,Catholic,Primary,2 Wingfield Street,Footscray,3011,SOUTH-WESTERN VICTORIA,Western Melbourne,Maribyrnong (C),144.906837,-37.801162,5.05,Catholic,Primary,Western Melbourne,Footscray,,,
1722,St Peter Apostle School,Catholic,Primary,16-38 Guinane Avenue,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.69031,-37.874642,25.45,Catholic,Primary,Western Melbourne,Hoppers Crossing,,,
1692,St Peter's School,Catholic,Primary,2A Parkside Avenue,Keilor East,3033,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.859418,-37.744237,11.12,Catholic,Primary,Western Melbourne,Keilor East,,,
2251,St Teresa of Kolkata Catholic Primary School,Catholic,Primary,2 Caddy Road,Tarneit North,3029,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.686071,-37.823619,24.58,Catholic,Primary,Western Melbourne,Tarneit North,,,
1193,St Therese's School,Catholic,Primary,25-31 Edward Street,Essendon,3040,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.910309,-37.751111,7.22,Catholic,Primary,Western Melbourne,Essendon,,,
1422,St Vincent de Paul's School,Catholic,Primary,92 - 114 Woodland Street,Strathmore,3041,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.92413,-37.742142,7.35,Catholic,Primary,Western Melbourne,Strathmore,,,
2033,Stella Maris Catholic Primary School,Catholic,Primary,54 - 70 Innisfail Drive,Point Cook,3030,SOUTH-WESTERN VICTORIA,Western Melbourne,Wyndham (C),144.728681,-37.890763,23.01,Catholic,Primary,Western Melbourne,Point Cook,,,
4821,Strathmore North Primary School,Government,Primary,Mascoma Street,Strathmore,3041,SOUTH-WESTERN VICTORIA,Western Melbourne,Moonee Valley (C),144.915976,-37.724863,9.38,Government,Primary,Western Melbourne,Strathmore,,,
